ano,VAR_EFETIVO_DOS_REBANHOS,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM - REGIMED_ABAETETUBA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM - REGIMED_BELEM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM - REGIMED_CAMETA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA - REGIMED_MARABA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA - REGIMED_TUCURUI,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA - REGIMED_PARAUAPEBAS,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BREVES,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BREVES - REGIMED_BREVES,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BREVES - REGIMED_SOURESALVATERRA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO - REGIMED_XINGUARA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO - REGIMED_REDENCAO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO - REGIMED_TUCUMASAOFELIXDOXINGU,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM - REGIMED_SANTAREM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM - REGIMED_ITAITUBA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM - REGIMED_ORIXIMINA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_ALTAMIRA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_ALTAMIRA - REGIMED_ALMEIRIMPORTODEMOZ,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_ALTAMIRA - REGIMED_ALTAMIRA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_BRAGANCA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_PARAGOMINAS,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_CAPANEMA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_CAPITAOPOCO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_CASTANHAL,VAR_AREA_DE_COBERTURA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM - REGIMED_ABAETETUBA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM - REGIMED_BELEM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM - REGIMED_CAMETA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA - REGIMED_MARABA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA - REGIMED_TUCURUI,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA - REGIMED_PARAUAPEBAS,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BREVES,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BREVES - REGIMED_BREVES,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BREVES - REGIMED_SOURESALVATERRA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO - REGIMED_XINGUARA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO - REGIMED_REDENCAO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO - REGIMED_TUCUMASAOFELIXDOXINGU,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM - REGIMED_SANTAREM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM - REGIMED_ITAITUBA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM - REGIMED_ORIXIMINA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_ALTAMIRA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_ALTAMIRA - REGIMED_ALMEIRIMPORTODEMOZ,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_ALTAMIRA - REGIMED_ALTAMIRA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_BRAGANCA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_PARAGOMINAS,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_CAPANEMA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_CAPITAOPOCO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_CASTANHAL,TOTAL
2022,25472181.889736585,25472181.890037313,377528.84832720377,159632.3301215769,195817.7046247458,5827.715229238021,8657665.77139924,4689737.688241748,2805116.385448581,1059860.643901814,282259.4358843587,107073.91779022386,188151.06366719518,7703723.183895266,1905509.3223243472,3058366.101805302,3129042.330921786,2826031.627051818,849547.424968906,1583417.3259141042,424237.4880056639,2606021.952181719,94866.85932271618,2627281.0392097584,1614045.044053493,301892.0975578802,792615.6299707356,89113.83412171411,264291.8735782399,264801.75513438234,21413211.776145756,21415731.99732389,994306.2302135741,437585.31083754223,478614.2389039572,62837.90819248441,5474875.576089966,2816987.426861403,1952753.301602556,654607.8461562227,210643.35395874645,198924.11385464636,5334.476913457962,6497330.7494092565,1106779.2909056772,3089003.3132758476,2568715.9277358046,2854679.609853424,639724.6469367791,1919263.943313748,288289.1077363189,2642043.4175378573,157894.03004177375,2568020.1399735115,2775495.9549692306,454135.154427597,1102626.964152867,155711.92573280403,392172.3419636706,501994.29805253196,46129544.959518686
2023,27128700.24466728,27128700.245953828,399155.6165548757,148344.3510115651,226061.62445470033,6059.322228440605,8659599.130681211,4785218.354011694,2852703.711153672,1079913.132581091,296462.095930131,111665.45367617361,190765.8274216371,7758459.612149673,1956456.2337350957,3059011.3805533466,3226974.251150585,2928977.482021548,886029.3683778105,1663700.1919178786,384659.1916480615,2701563.650456081,97158.77273053283,2815042.307189163,1421529.8215381356,303535.8223515706,770800.5991732925,90765.54568442095,269180.9343547198,150608.09389347842,21527586.170061056,21532343.381994575,1008960.6375890891,445955.55332952086,493475.35336217046,53147.311841412884,5497009.016154196,2815989.777935325,1975560.9675322769,635998.403255523,213657.2853286133,186140.15983568667,5430.89428946479,6544145.498125745,1076546.2248326768,3150209.2670992673,2829448.941988188,2829709.981919077,634467.5416333807,1965301.39137912,288138.2072851165,2701490.4515298773,159469.2783327939,2717245.641699669,2809523.1513352883,448342.10686476243,1112182.896744513,152737.8833939963,382448.09045344,501426.62027470575,46562126.58787456
2024,28810296.721942745,28810296.723616283,408148.3710741443,140965.3315362648,231107.46628431306,5769.037983589135,8606247.553557944,4642140.263321426,2894340.151374033,1048830.436692749,311906.65168630047,115930.93593164934,196447.75196004298,8200803.146375252,1994725.9005182132,3197218.202474057,3362978.3785648644,3022345.3849216923,914268.1806359728,1729062.4490481094,402927.74003393913,2781389.2424065,97932.87043061022,3062334.537264213,1388518.5814710285,316860.0823564947,759232.7023477904,92289.72232407067,274069.9951311998,262975.7653995393,21656711.77741811,21663663.81878613,1023615.0449646041,454325.7958214995,502850.86932474596,43156.197911928735,5532181.527039824,2816328.968733138,2025390.523977432,616563.0121176662,216574.51267531197,166907.84893935954,5871.029351767695,6581944.458202408,1052580.0106651809,3211415.220922687,3252323.221798844,2856874.7878754823,647683.717330066,2011338.839444492,288157.263245014,2760937.485521897,167524.7898014051,2849657.364852574,2769613.1587341744,438347.55935927224,1121738.829336159,152350.96410051145,355373.3409531071,494146.4155637911,46869310.458903536
2025,30509213.088937793,30509213.091307662,381919.440941455,136141.62235978636,228760.27391916196,6229.753202918476,8621075.238652855,4724474.663255789,2715933.2069655494,1092451.1982700008,283675.030754748,108231.12580752283,187752.1118936582,7718668.617736545,2004247.771479444,3039825.6563354884,3518379.932591966,2987545.57843481,917725.0245600902,1700226.5269591413,420754.9544195675,2854873.189399248,93200.22441347291,3341728.806538243,1466416.139396532,323742.4608771057,767036.770772903,89600.6213262978,278959.0559076797,270179.44483823405,21769718.41560415,21778905.40006979,1038269.452340119,462696.0383134781,494833.8886240827,30148.9000470213,5569045.871817504,2813514.157722253,2049599.300469959,587155.7295254769,219512.11577153267,154266.74996729783,5433.496306542371,6634730.989107353,1025694.2100563037,3272621.174746107,3667126.964224042,2872383.5382890143,652666.7902526422,2057376.287509864,288154.8568267116,2820384.519513917,163375.34959729543,2989034.758617788,2641427.8090963666,426580.58964469604,1131294.761927805,145711.04971957827,332864.15291785874,481981.44826772535,46938470.96040639
2026,32356870.921136655,32356870.924884833,421943.2443222026,132988.33481296152,211199.13414590727,6461.36020212106,9174068.578377806,4965537.518737557,2857502.5605941727,1111694.4119245934,297790.91745761404,112487.03835947755,190312.25960864787,7758459.612149673,2060652.4013154446,3059011.3805533466,3534171.1798948953,3095434.4682245264,954206.9679689946,1780076.0345895127,386967.5150009891,2925798.20354055,102395.73427605278,3557939.304591002,1562121.8038798396,325386.1856707961,752874.7658586546,89388.07628771817,283848.1166841597,276148.8408757728,21914531.19586306,21925926.802169736,1052923.859715634,471066.28080545674,493033.3285968638,17354.422677189286,5592730.466182678,2809509.101435967,2072406.9502663524,565372.8781086974,222445.42565269384,150510.3652098673,5483.545661130408,6655652.043553257,997445.2046449585,3333827.1285695266,4106831.984316688,2909435.3686843906,653909.3858068453,2103413.735575236,288155.1607132163,2879831.553505937,166881.15688791894,3103034.2861838653,2597511.8629709105,418585.1264684771,1140850.694519451,141228.2533133896,320301.48092115537,479848.74587498565,47437970.049527444
2017,20653214.894399546,20653214.89484234,365983.7373771833,143320.29534685018,188685.1694881957,3689.729469785105,6585211.501669142,3711306.130125262,1992788.659819334,943477.5381643598,297350.9802353849,102806.64910423022,193891.73415108983,7338978.6357817035,1692636.1046400077,3000229.669186931,2731365.6848604484,2559976.898580413,683773.1850566785,1440627.1954251279,423928.876411168,1931217.2560525634,74195.32124911125,1794251.823785784,1404866.5463355293,253001.5516814545,629644.3992006106,78608.62818410965,184400.45162178477,234270.28937294372,19974675.46975955,19978060.533940036,1001074.4427243547,427115.502258642,499200.67064352,93352.60664038493,5283763.465384575,2815992.6134141274,1781404.8851878336,688157.7924975363,156735.154616072,184649.00863302982,5920.713976804114,6173439.303638415,1183852.5963430777,3107242.2733065025,1945423.3478435639,2586693.580456325,843281.1821243992,1428470.9944994661,354969.8546200249,1997099.6523195514,178020.83424933098,1815941.1195512216,2828229.867232885,534278.4836273089,1231596.3515998726,166478.7229137033,438023.243389184,530179.4408428402,40898325.00016035
2018,20762615.79918121,20762615.798327822,392864.1698868199,146514.04704001674,223146.67472553384,2416.976564533431,6488632.435105157,3544323.584075943,2019543.3458952461,885904.481028094,295095.3915545505,112693.24295274721,185140.89202454287,7563428.417636645,1751890.111250934,3099816.8793127383,2777105.157535421,2753359.3300643847,722523.319575867,1573700.5017148964,404498.0167781974,1656333.340152499,77380.88800510658,1477067.3867508972,1373193.2326329495,267737.20041628217,688772.8761637518,77030.99115583971,174449.50000445946,228236.66570131446,20156647.991043344,20159832.78218931,1022883.5406948484,434157.9244746516,481720.83014046936,108452.70702496383,5350062.363582405,2818283.429296265,1841376.2303931133,702480.8374052156,177636.7237114209,198401.79873657733,6357.170458269132,6184929.183260676,1176772.8650098464,3086975.2498584213,1995402.4350729075,2605057.7802026384,823709.0136477625,1452675.8679831212,351592.4582961208,2039441.1890456397,177324.60015583917,1861943.048708674,2786687.74975955,544004.382452196,1180750.3502980873,170862.40014229386,426524.7941550466,534515.0166409407,40997503.42643075
2019,20676421.738287095,20676421.73852731,362707.63939491997,148795.18214478792,225858.82011883214,2942.3643840131936,6706885.520586527,3579310.0286116763,2145199.101613088,950494.3101699586,249411.60343517616,87559.79749503324,172418.819929655,7456115.614336748,1731553.1010105342,3057402.028576547,2757050.291176175,2599144.8328252556,727958.3509032917,1498675.1633688216,406558.2113661284,1869667.1176049286,68761.13718952527,1973733.2871610676,1440101.6857002114,270122.1088955641,590786.2027256868,70037.34592490997,174667.09091890743,263408.0193180342,20372165.99958852,20375468.88632495,1039320.8894496083,439974.73949180415,488948.63121958886,107465.36013795086,5403284.376809078,2841533.2071551424,1858071.6394864926,695191.9385652397,197160.42876528003,211590.28329231121,5455.155031892044,6187800.625605971,1173268.137142915,3056053.2023151712,2041211.2265031352,2658884.850336426,753441.157643915,1494637.853709242,337002.39785937755,2168707.384366508,185445.6380260585,2020622.4548789472,2741685.6848350666,519270.91141155484,1147230.819944142,168667.70192877133,412047.8481987262,547301.8179902721,40972354.35273735
2020,21250946.930677183,21250946.931017876,364230.5326569306,154971.45874995727,217841.44338339477,3047.230493296701,7136441.030082015,4140400.3694120822,2134817.2185872784,973405.9528443803,290727.08490062406,103717.63521936847,186647.0820758514,7621820.658695581,1757578.9323095111,3025861.2439829237,2927017.306946805,2762581.93770486,753968.501206974,1587864.520958037,412402.5274071707,2185103.1286568907,83614.49444740679,2143983.5260138246,1514612.167320799,247503.91196856595,705382.0757631068,67417.10783387098,190474.38235663745,263358.5294045729,20349686.632884614,20352693.75044269,990847.660878738,421366.98274305294,470109.6197786083,72411.99324394275,5430086.9563047895,2817657.457176519,1892901.8028900358,690109.7492747011,205583.65797744985,205110.24340092848,5542.986616602301,6135522.823798452,1158928.8250966065,2872152.9095152672,2067582.3277067407,2669112.205268478,784409.4586052212,1553313.0780164727,311752.9380667374,2256131.1437396877,174426.3397380376,2120380.879685567,2715260.5935238507,477519.1761678658,1034370.7641632874,165154.26419560186,392473.4672376326,530292.4299144486,41465573.45393111
2021,23980305.137238964,23980305.136523545,375601.01257129665,157237.58784528077,200192.44516359497,2417.253113305285,7998846.629680586,4484329.038109455,2537819.7933742204,927355.893571384,306780.3239321217,105646.19403028028,195527.8927619032,7643460.799284132,1809403.817260128,3075228.4674410936,2971539.1644871025,2834419.942466134,827482.0016663724,1628636.750644678,394520.7993389165,2337927.553755003,84363.45727406246,2370375.304831014,1554119.8183757206,280276.43646766595,737315.9805418225,89713.842797442,214265.1772414859,275088.18806909554,21532745.743304327,21536103.29763858,976774.6800974477,416186.58036190015,484543.5451560775,71378.85989619537,5466333.743094303,2827230.220873105,1952800.1495906268,671511.8716846997,207196.81623849928,212754.3796934576,4994.9679860561,6521050.180118565,1129515.36242532,2897249.380044124,2157802.3243126837,2744904.7963974355,759022.2959297127,1655849.7678094497,297570.4161100501,2375563.934604534,180106.16840205266,2331982.9195673177,2682403.8264360176,464925.8196256865,1050402.0947232936,165788.8664325981,386730.46562759293,520918.5863229347,45005535.518115014
