ano,VAR_EFETIVO_DOS_REBANHOS,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM - REGIMED_ABAETETUBA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM - REGIMED_BELEM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BELEM - REGIMED_CAMETA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA - REGIMED_MARABA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA - REGIMED_TUCURUI,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_MARABA - REGIMED_PARAUAPEBAS,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BREVES,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BREVES - REGIMED_BREVES,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_BREVES - REGIMED_SOURESALVATERRA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO - REGIMED_XINGUARA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO - REGIMED_REDENCAO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_REDENCAO - REGIMED_TUCUMASAOFELIXDOXINGU,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM - REGIMED_SANTAREM,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM - REGIMED_ITAITUBA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_SANTAREM - REGIMED_ORIXIMINA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_ALTAMIRA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_ALTAMIRA - REGIMED_ALMEIRIMPORTODEMOZ,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_ALTAMIRA - REGIMED_ALTAMIRA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_BRAGANCA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_PARAGOMINAS,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_CAPANEMA,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_CAPITAOPOCO,VAR_EFETIVO_DOS_REBANHOS - PRODUTO_BOVINO - REGINTER_CASTANHAL - REGIMED_CASTANHAL,VAR_AREA_DE_COBERTURA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM - REGIMED_ABAETETUBA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM - REGIMED_BELEM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BELEM - REGIMED_CAMETA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA - REGIMED_MARABA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA - REGIMED_TUCURUI,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_MARABA - REGIMED_PARAUAPEBAS,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BREVES,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BREVES - REGIMED_BREVES,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_BREVES - REGIMED_SOURESALVATERRA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO - REGIMED_XINGUARA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO - REGIMED_REDENCAO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_REDENCAO - REGIMED_TUCUMASAOFELIXDOXINGU,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM - REGIMED_SANTAREM,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM - REGIMED_ITAITUBA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_SANTAREM - REGIMED_ORIXIMINA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_ALTAMIRA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_ALTAMIRA - REGIMED_ALMEIRIMPORTODEMOZ,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_ALTAMIRA - REGIMED_ALTAMIRA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_BRAGANCA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_PARAGOMINAS,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_CAPANEMA,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_CAPITAOPOCO,VAR_AREA_DE_COBERTURA - PRODUTO_PASTO - REGINTER_CASTANHAL - REGIMED_CASTANHAL,TOTAL
1995,8146687.0000096625,8146687.000002928,386195.000004317,140850.00000598576,241045.0000046673,4300.000000988996,1477368.0000086073,878458.000005742,452910.0000050466,146000.00000417992,689569.0000094854,241329.0000048717,448240.0000023695,2832750.000003635,989982.0000092089,1434341.000004332,408427.00000961224,1006708.0000008335,405500.0000027606,348408.00000759534,252800.00000204841,443498.0000026437,32898.00000087236,410600.0000003952,1310599.0000019523,80300.00000893626,944242.0000076813,42239.000009209834,64655.00000449071,179163.00000818845,11242991.356063537,11242991.356061364,676690.5151853528,212990.16767593368,384110.8737023618,79589.47381549276,2840741.276687177,1652322.1001765854,686580.5217267288,501838.6547915176,78317.22847826446,61672.28199441679,16644.94648135574,3268719.4560005064,1007652.1614753774,1783763.1210430255,477304.1734921654,1716519.40957112,994850.6741477245,466105.58983500814,255563.14559864823,660103.1282202931,159485.49650941277,500617.63171301916,2001900.3419541079,272691.6696775552,928871.8599909098,209407.48411085454,257899.40299133,333029.92519908474,19389678.356066957
1996,6831780.0000035735,6831780.000009572,171172.00000568674,57265.00000275055,109891.00000434178,4016.00000580928,1919498.0000043337,1126739.0000099787,371759.0000026516,421000.0000075029,615942.0000038174,255403.00000492335,360539.000006442,2207583.000007232,800056.0000039729,964488.0000046308,443039.0000081716,853660.0000024696,345349.00000114035,305759.0000013521,202552.00000900592,480073.00000744633,20323.000006882823,459750.0000015728,583852.000001759,70650.0000058699,279554.0000066082,37131.00000348199,57760.00000310491,138757.0000060118,11923604.517350614,11923604.517354472,703874.8005715918,232387.14402355134,391867.5177405687,79620.13880234766,3051479.625660615,1781396.5599746637,734667.2868654737,535415.7788360204,82242.80996162428,65215.22266263826,17027.587304043547,3508860.0457217037,1048579.4845981784,1902708.2418207468,557572.3193062029,1805754.4686345668,997539.3994494457,551262.7036890676,256952.36550096952,714643.2853436368,158804.20804133342,555839.0773063933,2056749.4814901822,266522.5820962174,957789.50014786,218895.80279135343,262950.2450666646,350591.351398813,18755384.517346118
1997,7604454.000007696,7604454.000008838,206142.0000009329,59900.000000049185,142290.0000063007,3952.0000034353006,1940906.0000042517,1165597.0000019397,344109.00000657665,431200.00000279956,550900.0000055135,230302.00000531547,320598.0000096509,2903661.0000070063,1275954.0000030724,1136456.0000033276,491251.0000072777,862532.0000072964,322900.0000082134,321100.0000092672,218532.00000072163,515906.0000004599,20506.000008803123,495400.0000046357,624407.00000064,109020.00000033154,277286.00000416214,39260.00000137942,58800.00000692217,140041.00000255735,12690648.83916109,12690648.839159999,708307.5387681974,246145.19185958523,367548.44899041194,94613.89792271926,3279383.8714698832,1875029.6467837729,837231.4197740159,567122.8049254398,99699.8148136588,80407.38712074695,19292.427699036274,3768643.4246834256,1072965.8058216728,2058528.8297618977,637148.7891144919,1866677.8534812713,1000747.5068145132,601279.6322114206,264650.714467618,877915.9674986809,181063.54658489043,696852.4209237745,2090020.368475297,264853.2326905613,1000807.3987956207,199777.34981877924,286147.5773331907,338434.8098456695,20295102.839158937
1998,8400521.000007855,8400521.000003923,216260.0000055799,61490.00000508438,150355.0000005294,4415.000000358651,2102983.000005822,1273730.0000042159,378253.00000730716,451000.00000856584,460782.00000378065,155555.00000198127,305227.0000073874,3144008.0000051516,1435733.0000000964,1121651.0000029884,586624.0000089695,921034.0000029966,330006.0000035143,355044.0000009609,235984.0000034157,531421.0000025122,20873.000001393437,510548.00000737974,1024033.0000060363,102150.00000535542,667198.000006672,42792.00000610626,61935.00000990573,149958.00000537105,13465129.763599394,13465129.763598356,738736.9849054728,265895.92507007596,378811.8754629013,94029.18437742372,3509346.3174778856,2004867.1006251923,904955.1164702048,599524.1004009419,109543.34556034073,92274.06829492311,17269.27726875178,4021975.753687195,1113208.341679942,2183669.37922694,725098.0327921617,1960923.509704263,1049271.5063888337,641143.378907899,270508.6244168874,944153.9487342556,180826.57801092928,763327.3707286072,2180449.9035392907,270475.32677147747,1060360.1317422458,200996.06691944497,300962.10871194507,347656.2694150568,21865650.763601292
1999,8924089.000007207,8924089.000008192,309415.00000440725,66100.0000074578,239175.0000041672,4140.00000866991,1972341.0000068836,1157931.0000038235,359410.0000058115,455000.00000039325,445928.00000372087,148493.00000412847,297435.00000487216,3482637.0000097845,1564836.0000081505,1190109.0000093253,727692.0000065857,1009815.0000052679,348366.000008956,409000.0000049919,252449.00000415128,581356.0000053662,21124.000005401962,560232.0000043937,1122597.0000044007,103900.00000884807,742159.000009793,46023.00000921059,67611.00000635296,162904.0000091591,13996859.81731075,13996859.817311715,761114.7461246232,270070.82277537364,399163.5144537983,91880.40890070303,3651695.682998237,2110514.0679477067,923186.9502710975,617994.6647930184,100674.22980745678,92389.77544236809,8284.454368963326,4290116.925314466,1156906.1341955026,2335857.0164779318,797353.774650339,1936783.529538038,1011937.1639512999,655198.6049200272,269647.76067767106,949623.6737175098,176837.29405135973,772786.3796807665,2306851.0298520094,289194.2756178883,1101221.9911598952,229681.90359622557,313857.46985472896,372895.3896393608,22920948.817312885
2000,10333309.00000267,10333309.00000402,344540.0000080973,94450.00000605964,245354.0000088031,4736.000004931128,2234925.000000896,1408151.0000009066,376274.00000445376,450500.0000090298,458200.0000062972,156790.000004162,301410.00000339857,4314419.000000793,1373963.0000068406,1757835.0000030568,1182621.0000082324,1137071.0000076715,373941.0000014752,477374.00000167056,285756.00000885583,698149.0000077318,21547.000007302333,676602.0000038176,1146005.0000043334,104700.00000577685,751291.0000091454,48290.00000277466,69950.00000870084,171774.00000229373,14521097.952297868,14521097.952297164,739322.2849869537,254918.2921474112,414277.68059284904,70126.31225624017,3807182.484101579,2224384.4526835503,937478.4620935775,645319.569339398,73584.06634913929,71302.80586443857,2281.260488362342,4507670.793969267,1195665.8725666672,2455136.4892110033,856868.4321982786,1940315.4207953515,1033031.8492643804,646166.8287364747,261116.7428155844,995281.4292708337,190477.19875506384,804804.2305131131,2457741.472843816,334153.86901499674,1118715.936837068,268251.86138656293,333018.0373503983,403601.76828445797,24854406.95229893
2001,11103372.00000841,11103372.000005687,353687.0000066107,98800.00000763881,250816.00000808272,4071.0000003207797,2320051.000004637,1419377.0000004335,441174.00000143563,459500.0000039261,436192.00000705465,154402.0000067555,281790.000000737,4757053.000000006,1347479.0000016931,1848958.00000444,1560616.0000039297,1173967.0000009474,381600.0000057271,502000.00000431994,290367.00000852055,897873.0000042919,31578.000001799388,866295.0000052807,1164549.0000022906,115460.00000456334,753980.0000038693,46455.00000882999,84260.000009852,164394.0000026775,15312409.098087423,15312409.098090436,726898.0439267338,255985.37015092885,404675.8516867843,66236.82210059756,3980438.7185988636,2336584.6924435133,983855.2215144836,659998.804657699,72588.43785761138,70478.44637725211,2109.9914838817826,4836451.500607768,1263080.971137233,2613314.65962425,960055.8698644639,2038967.8106103926,1102440.8806308236,663557.7722061065,272969.1577923047,1137833.2576516173,216735.69286203603,921097.5648052712,2519231.328857431,353253.1959205139,1112004.6583421596,285454.1267410542,350588.42000477493,417930.9278630147,26415781.098089103
2002,12245287.00000789,12245287.000006882,382453.0000008507,112000.00000799904,266458.00000024814,3995.000001077652,2897405.000002153,1809041.000005092,492664.0000012211,595700.0000045511,425065.00000146416,151165.00000233896,273900.00000731484,4987040.000005611,1448868.000008492,1830028.0000098273,1708144.0000033698,1245349.0000020256,407494.00000768935,511422.0000036947,326433.0000073919,1062530.000002928,38450.00000951389,1024080.0000058551,1245445.0000029297,117880.0000094892,766563.0000054106,48745.00000766837,93250.000000348,219007.0000069723,15938314.185032796,15938314.185031323,726716.6067536997,252646.3841293324,409619.0500219356,64451.172608885616,4138703.0610351735,2410455.051214798,1062335.9573326805,665912.0524942175,69879.05462892257,67575.52882112683,2303.5258215994036,5056707.505844659,1256726.576153289,2724776.9188458193,1075204.010854923,2148842.860177626,1155740.7223767224,720994.5535673802,272107.5842406393,1187206.1358856168,216607.34123328223,970598.794652085,2610258.9607458366,377580.7819618768,1131572.0956918902,300806.50717715494,369301.5887498567,430997.9871963537,28183601.185034115
2003,13429326.000000942,13429326.000000367,403815.0000031312,121053.0000076823,278485.00000840425,4277.000007227084,3326213.000005492,1954577.0000095034,749336.0000093075,622300.0000081629,424184.0000084094,160754.00000531608,263430.0000072281,5205889.000003665,1468010.0000002736,1915374.0000028918,1822505.0000077419,1421912.000004301,463950.0000011492,601634.0000075445,356328.0000012713,1211877.0000065563,40372.00000431345,1171505.000009193,1435436.000001422,160684.0000055312,846097.0000060633,61904.00000579358,118673.0000078052,248078.00000194073,16705024.924901107,16705024.924906919,757556.4952602121,266546.2597959316,427074.88185876317,63935.353623134346,4276563.028591116,2504550.509507529,1095563.1933803505,676449.3257198688,71369.05198109348,69083.58673757703,2285.465254193299,5362963.546805805,1258730.1859813556,2868959.62909257,1235273.7317469735,2220596.7531412896,1122492.6637196683,807408.8946921664,290695.194748663,1264175.2516155893,200169.99149711974,1064005.2601266787,2751800.7975276844,414002.8125073833,1191378.4330979718,318604.40864198614,377038.78124099405,450776.3620574837,30134350.924902827
2004,17478996.000004787,17478996.00000013,369324.0000082888,140924.0000004188,215992.00000675177,12408.000005517843,5354389.000004922,3027024.0000063987,1206528.0000066366,1120837.0000092469,379894.00000765704,168078.0000034507,211816.0000081004,6741077.000001337,1612652.000007251,3026391.0000065705,2102034.0000055674,1697568.000003227,565179.0000026833,778517.0000041737,353872.0000034019,1360366.0000018757,42621.00000124312,1317745.0000083782,1576378.0000065113,151290.00000639085,985208.0000034387,74416.00000126536,135658.00000965435,229806.0000032469,17701775.052930523,17701775.052935317,828852.0361675897,310922.7522825694,455719.7940204996,62209.48987574927,4524506.21416412,2631232.2826180295,1194302.4994824093,698971.4320730326,79013.29035707132,76962.38726152782,2050.903093850338,5640229.047471343,1272875.3749079327,2998541.770105158,1368811.9024596966,2377498.6214989615,1116820.3439610659,952574.3651791539,308103.9123640988,1405437.0048793894,205131.45339733287,1200305.551488194,2846238.8384283674,397531.24061321345,1260932.4752943637,330486.1959292855,386332.9832356408,470955.94338273874,35180771.05293531
2005,18113139.00000509,18113139.00000231,402264.0000008086,158906.0000099787,230300.00000578593,13058.0000047817,5606013.000002251,3189390.000003387,1268831.0000077444,1147792.0000018482,398584.00000622234,104812.00000660864,293772.0000091665,6672644.000006915,1559814.0000032976,2954357.000006448,2158473.00000425,1909689.0000033998,575364.0000077116,964048.0000023508,370277.000008558,1469587.0000086664,43519.000009885516,1426068.000001367,1654358.0000033672,186152.0000086028,990131.0000041083,79287.00000834158,147012.00000865862,251776.00000472556,18369854.93228297,18369854.932291146,863504.085055773,338139.8444692118,460556.0613656422,64808.17923318595,4708723.627805193,2709238.1630864483,1289139.0330200414,710346.4317030879,84489.80262671864,82346.46359300778,2143.339036795739,5865515.7080211565,1282301.369160299,3106071.3098221263,1477143.029050383,2440731.138308667,1100074.7172648597,1025012.2352271954,315644.18582573987,1518623.0471509267,201923.23247121967,1316699.814676058,2888267.5233490844,397279.39488815726,1304213.2751873774,321909.6922209158,392413.0262068936,472452.13486965053,36482993.932289824
2006,17550158.000008516,17550158.000004165,412209.00000736804,159250.00000512664,240958.00000531873,12001.000008686673,5102704.000002637,2822987.0000096355,1299217.0000008738,980500.0000056576,327520.0000006629,99193.00000922002,228327.00000320218,6350763.000000347,1475723.0000039327,2764071.0000089006,2110969.000001913,2082646.000003101,601127.0000081555,1119790.0000022138,361729.0000036591,1572208.0000017371,44829.000007485665,1527379.0000084504,1702108.0000069703,185327.00000916666,1017914.000005601,85548.00000873282,154739.0000078734,258580.00000251824,19039736.946883377,19039736.94688451,880586.9058285907,357879.5518728299,450197.2421543176,72510.1118068225,4906597.636665394,2789525.718770902,1398389.9847802059,718681.9331218092,91332.06615869097,89182.6542278029,2149.411928238882,6084370.070098377,1282457.7079874296,3223231.130178477,1578681.2319496141,2527314.608056276,1097026.9004356777,1115873.6810065843,314414.0266214674,1576549.117265631,181126.45613962997,1395422.6611367287,2972986.542834363,442695.82877186825,1361412.0700408642,304402.66260709293,404785.33669848036,459690.64473911235,36589894.94688187
2007,15402711.000000302,15402711.000009453,335489.0000032557,115974.00000327337,210095.0000046524,9420.000001442711,4327450.000006928,2404272.0000078557,1045278.00000661,877900.0000094214,334820.0000092238,103742.00000439193,231078.00000009133,5582853.00000694,1269061.0000076734,2381273.0000078375,1932519.0000034762,1484155.0000015693,511958.0000019685,590193.0000020367,382004.00000391767,1674934.0000044883,73308.00000164662,1601626.0000056233,1663010.0000051116,256599.00000393714,949422.0000036984,76747.00000712008,162776.00000524687,217466.00000759715,19547246.171561413,19547246.171561398,915736.4178497136,380346.9777024678,459534.5455400531,75854.89461969906,5029874.172892424,2839298.8026570245,1469187.7850017508,721387.5852488709,101075.76833899568,95938.96759488342,5136.80075042609,6265502.764042219,1287999.2808914804,3311755.402136501,1665748.0810187089,2566417.0859353943,1077457.0505448654,1174957.2930710067,314002.7423297866,1637812.5874980283,166180.02328375564,1471632.5642096845,3030827.375040584,469200.53577763843,1391069.5615505234,294482.1483754055,421373.2687463571,454701.86060749774,34949957.171559244
2008,16289663.000009395,16289663.000008987,413168.0000054306,156207.00000671876,246723.00000568523,10238.000001719873,4625910.000003873,2529447.00000056,1223263.0000024084,873200.0000025585,337617.0000022177,105097.00000497104,232520.00000554975,5809755.000000755,1346004.0000009579,2185661.0000040173,2278090.0000060964,1922771.0000052003,560714.0000059111,978200.0000080429,383857.0000044241,1545080.0000004119,81323.00000071626,1463757.000000258,1635362.0000059842,243852.00000405696,928724.0000062012,74392.00000290383,162612.0000053181,225782.0000061382,20081116.04484772,20081116.044850167,971440.1866182077,399530.9922373757,494221.79141704476,77687.40296652072,5158894.022919362,2893705.6196285705,1539437.6068033527,725750.7964910809,111945.06632988517,102629.29007862721,9315.776258773558,6431127.212765891,1296615.7957529586,3390265.530985854,1744245.8860289094,2629538.8837855374,1083522.4021402476,1228248.1697604524,317768.3119006117,1692028.2806751018,158905.12579436685,1533123.1548826743,3086142.3917872244,452244.679257241,1406347.6280859928,317947.55967981234,425460.54173159704,484141.9830523032,36370779.044844456
2009,16905772.00000751,16905772.00000853,352550.00000392,148367.00000040914,193434.00000499305,10749.00000256377,4668351.000006453,2608961.000008012,1251390.0000018445,808000.0000034147,346764.00000002043,110162.00000980563,236602.00000526625,6127449.000006144,1373233.0000041206,2399007.000003342,2355209.0000048415,2323950.0000040615,595000.0000092824,1365699.0000030904,363251.00000558235,1579377.0000096294,85870.00000057303,1493507.0000000077,1507331.000009987,234944.00000659548,809007.0000030778,79167.00000751676,161448.00000229003,222765.0000002001,20364124.10044836,20364124.100454226,1007507.3532791788,416147.3817196718,504822.75032281695,86537.22125188133,5221515.580821649,2910524.6421200507,1588199.6877279978,722791.2509786488,126627.5391694902,117565.97895393745,9061.560224606625,6478288.617706926,1296405.3439199915,3395156.33296277,1786726.940846083,2645441.6331898277,1043973.9558946507,1270996.915899159,330470.7614091967,1760760.6573161038,172628.79616358533,1588131.861154888,3123982.718988814,471206.6584058767,1387980.8171630288,333480.63145827904,430390.05960821814,500924.55236924754,37269896.10045255
2010,17682796.00000221,17682796.000004865,325047.0000045963,129851.00000879169,183910.0000073286,11286.00000061202,5112446.000004432,2787106.0000051674,1476340.0000053362,849000.0000007545,356289.0000095951,118589.00000430574,237700.0000072212,6557715.000000424,1482213.0000054848,2603449.000003212,2472053.0000017714,2275802.000007015,632054.0000053204,1279644.0000062105,364104.0000045045,1632190.0000008983,90163.0000003353,1542027.0000009886,1423307.0000082902,225541.00000032596,739727.0000079352,69835.00000053059,145854.0000059532,242350.00000035384,20357210.289703697,20357210.28970289,996948.3840004025,411126.3382601579,501782.814700025,84039.23105496014,5278474.61202328,2930196.0562939337,1626502.8243993626,721775.7313384393,130625.18033470366,124458.95511600612,6166.2252176855345,6513484.453327117,1295503.7051489484,3400494.3125401726,1817486.4356549238,2552659.22101283,952576.5469179135,1280411.8547143834,319670.81939412374,1798325.5961058366,188904.4777274418,1609421.1183805568,3086692.8429248855,483312.1999648687,1332637.2779453064,332555.26116667356,442156.4085284446,496031.6953465462,38040006.28970483
2011,18313487.00000337,18313487.000004172,311348.0000042039,129171.00000829421,170328.00000156628,11849.000002411032,5285937.000006285,2907207.000001404,1538730.0000091186,840000.0000063865,368931.0000029625,125848.00000884107,243083.00000037023,6861169.000001444,1523150.0000082338,2770926.00000737,2567093.0000000335,2300354.000003708,625366.0000090937,1332327.0000061728,342661.0000028631,1789957.000005089,94403.00000644081,1695554.0000055,1395791.0000072406,228442.00000001508,705764.0000015331,73838.0000070908,153544.00000891375,234203.00000329295,20230111.588301167,20230111.58830048,947373.0304320722,393743.3759140617,475263.539416846,78366.11511487843,5278574.438272957,2919665.1840475653,1642515.9411331648,716393.3131145354,128944.10805371619,122710.88364190901,6233.224408885001,6543386.964210158,1286201.3235716247,3416495.5738064838,1840690.066842748,2498948.6068673646,897994.8107564669,1286682.5519879127,314271.2441349171,1818179.5904209616,193108.05271255397,1625071.5377133233,3014704.8500630306,474313.7328790813,1305271.3093022087,314992.7508360499,439891.9682691175,480235.08879270375,38543598.5882965
2012,18648332.00000901,18648332.00000434,303589.0000037479,138556.00000796354,161701.00000777008,3332.0000045094057,5242137.000006678,2797038.0000019125,1697099.0000028969,748000.000007994,324410.00000747794,129246.00000888741,195164.0000097871,7013604.00000431,1522145.0000057437,2870283.000004118,2621176.0000072154,2422813.0000090674,660989.0000055764,1384940.0000093454,376884.00000261364,1881178.0000081635,97234.00000963107,1783944.0000029895,1460601.0000046156,244996.00000930816,752327.0000088628,77849.00000583359,157310.0000054086,228119.0000002978,20127051.290463723,20127051.290462203,920104.601596913,389547.16900266416,458268.6893201958,72288.74328232103,5251476.106065196,2915042.369321402,1626243.0456650804,710190.6910915318,120354.66912054621,115891.56594221789,4463.1031799695165,6553559.066160564,1284286.1263113578,3424419.150359824,1844853.7895012782,2526026.489809072,914304.8327576653,1293067.6218939864,318654.0351654394,1815108.6026138675,181395.37143261038,1633713.2311815517,2940421.755128049,467043.88660777564,1277656.9158244096,302106.6779937311,428790.0143037607,464824.2604172016,38775383.29046472
2013,19171282.000000063,19171282.00000464,214447.0000090393,53101.00000952477,158541.00000456272,2805.0000004024682,5504492.000001184,2843676.000003259,1869816.0000082103,791000.000003014,258167.00000687357,93077.00000840804,165090.0000061032,7289704.000003787,1505193.0000051546,3032854.000005928,2751657.000008115,2447394.0000047227,655220.0000006969,1402535.0000044112,389639.0000025574,1949366.0000029004,45590.00000385226,1903776.000007375,1507712.0000086846,250864.0000019836,751008.0000013494,80563.00000079186,161688.00000967443,263589.00000909035,20145804.84627902,20145804.846285045,919466.1305108744,398494.24360848655,443674.5977898786,77297.28912529198,5234484.651607496,2896378.0013797632,1644092.061587558,694014.5886546967,118266.1692105226,114280.44409428143,3985.725118968943,6570851.219250985,1276124.2475005304,3437828.785388128,1856898.1863747293,2576898.2995631755,955491.1929494076,1299184.3554687134,322222.75115545007,1806964.297488079,172903.3615595093,1634060.935933345,2918874.078669432,473041.4041026858,1247586.940298874,303145.50791197194,428923.95097784477,466176.2753981404,39317086.84628003
2014,19952512.000002027,19952512.000002604,292744.00000006566,130474.00000829833,159481.00000584486,2789.000001056041,6128293.00000026,3233995.000007168,2048298.000001454,846000.0000043788,306483.00000744796,99314.0000012959,207169.00000288346,7311041.000008081,1581904.0000079053,3040568.0000089034,2688569.000005028,2430736.0000019716,692600.000002737,1358505.0000050585,379631.0000002735,1958386.0000024051,74154.00000837569,1884232.00000766,1524829.0000063297,249889.000004949,752339.0000014941,78739.00000123774,180356.00000925982,263506.00000613043,20275017.192505173,20275017.19250729,945186.8295367842,406670.8275758474,464655.521488377,73860.4804835957,5260572.026142773,2890693.464245324,1684425.367076939,685453.1948273629,127397.66596161578,122805.02368013517,4592.642293013642,6560754.294835322,1270131.494493288,3421698.9790370245,1868923.8213288893,2612796.820457977,965918.8490718838,1312427.8635264044,334450.1078656812,1822887.0872948845,173034.42321967913,1649852.6640861642,2945422.4682894684,493955.34792484913,1224247.9419077977,311188.1483427419,430798.3974162353,485232.6327283449,40227529.19250656
2015,20306448.00000221,20306448.000007574,336807.0000032817,169448.0000026419,164012.00000906887,3347.0000081624917,6524002.000002592,3602660.0000033444,2046342.0000063127,875000.000007814,295635.00000622805,102801.0000098369,192834.0000066815,7383001.000001668,1620459.0000068562,3073926.0000016512,2688616.0000093663,2384584.000001407,670533.0000003721,1332414.000000791,381637.00000917487,1871556.000007882,68523.00000203661,1803033.0000082816,1510863.0000032077,235791.00000560252,739099.000003883,78250.00000620737,182430.0000029395,275293.00000028353,20500339.95216001,20500339.952165466,957387.2201961442,406926.09571433417,476481.1179233927,73980.00657370604,5329499.696779665,2924157.021048962,1718946.0268822364,686396.6488563679,141610.77293971655,136567.45082336344,5043.322127559559,6589527.126118389,1279054.3108318166,3417438.0933264075,1893034.7219662587,2673103.198333363,990087.6697024726,1339834.9736547782,343180.55499096017,1864173.1021607502,187985.4221768529,1676187.6799896297,2945038.8356697275,502018.746210905,1208447.1703349177,308921.1961691852,430745.58873431,494906.13423386886,40806787.95216298
